	BlankpcrCES	C_Aviemore_LB_1	C_Aviemore_LB_2	C_Aviemore_TY_1	C_Aviemore_TY_2	C_Aviemore_YMA_1	C_Aviemore_YMA_2	C_BruceH_LB_2	C_BruceH_TY_1	C_BruceH_TY_2	C_BruceH_YMA_1	C_BruceH_YMA_2	C_Cedarvale_LB_1	C_Cedarvale_LB_2	C_Cedarvale_TY_1	C_Cedarvale_TY_2	C_Cedarvale_YMA_1	C_Cedarvale_YMA_2	C_Grenadier_LB_1	C_Grenadier_LB_2	C_Grenadier_TY_1	C_Grenadier_TY_2	C_Grenadier_YMA_1	C_Grenadier_YMA_2	C_Humber_LB_1	C_Humber_LB_2	C_Humber_TY_1	C_Humber_TY_2	C_Humber_YMA_1	C_Humber_YMA_2	C_KSR_LB_1	C_KSR_LB_2	C_KSR_TY_1	C_KSR_TY_2	C_KSR_YMA_1	C_KSR_YMA_2	C_Preston_LB_1	C_Preston_LB_2	C_Preston_TY_1	C_Preston_TY_2	C_Preston_YMA_1	C_Preston_YMA_2	C_Rouge_LB_1	C_Rouge_LB_2	C_Rouge_TY_1	C_Rouge_TY_2	C_Rouge_YMA_1	C_Rouge_YMA_2	C_Terracotta_LB_1	C_Terracotta_TY_1	C_Terracotta_TY_2	C_Terracotta_YMA_1	C_Terracotta_YMA_2	D_Aviemore_1_A	D_Aviemore_1_B	D_Aviemore_2_A	D_Aviemore_2_B	D_BruceH_1_A	D_BruceH_1_B	D_BruceH_2_A	D_BruceH_2_B	D_Cedarvale_1_A	D_Cedarvale_1_B	D_Cedarvale_2_A	D_Cedarvale_2_B	D_Cedarvale_3_A	D_Cedarvale_3_B	D_Grenadier_1_A	D_Grenadier_1_B	D_Grenadier_2_A	D_Grenadier_2_B	D_Grenadier_3_A	D_Grenadier_3_B	D_Humber_1_A	D_Humber_1_B	D_Humber_2_A	D_Humber_2_B	D_Humber_3_A	D_Humber_3_B	D_KSR_1_A	D_KSR_1_B	D_KSR_2_A	D_KSR_2_B	D_Preston_1_A	D_Preston_1_B	D_Preston_2_A	D_Preston_2_B	D_Rouge_1_A	D_Rouge_1_B	D_Rouge_2_A	D_Rouge_2_B	D_Terracotta_1_A	D_Terracotta_1_B	D_Terracotta_2_A	D_Terracotta_2_B
PWY-7234	143.15449541284406	40300.71043637351	41514.08023	53681.55980610385	47002.55007	37100.54797	50693.887649380486	44745.419645864444	33400.111059765484	59655.39724915928	36214.99997925335	40892.80680711463	31441.879999999997	39548.801044220985	32482.467694104274	31116.43649930812	34457.99373368568	37456.10775297458	45598.149949808634	48188.62769739031	39429.27999228703	37791.95134865085	33079.39854	37740.01893377763	48604.41981584762	40062.061197644434	58611.197203532356	39290.71087	64893.087231275786	39768.638715891364	36301.58640294571	33977.78070525523	41076.17213055376	47057.01372201088	35828.13257373103	36035.60791882961	39029.123750589126	39813.14597609462	36590.592268347995	41455.72531399204	44596.96000000001	37713.12533351027	29563.274370475683	44007.48700460243	33068.69298695259	51129.06341124082	33303.65959674547	37707.16493139346	58455.90752632675	53928.71028862785	55344.18169820784	40364.32929968517	65362.8439	42129.4809	59607.697058575905	61104.398555370484	62664.01544329658	60130.848900729055	60924.451589780234	71001.60908714843	52306.03610662437	56821.38092938058	57064.70041766135	37413.091803450356	56901.90289140092	47762.02070610606	47954.50591	50624.94774261187	48871.55774	59297.28956586226	57853.312771267025	54500.03235406631	47282.553501701936	58473.079656033195	56778.85652362913	54183.99786300391	53948.89303622115	60311.836766040775	57092.89140634723	57169.52799	56126.20388632972	60863.084507230866	52283.06647006244	59763.01151301288	48614.53991013795	47744.63783023126	53424.57286340087	60832.75969556584	46790.146456306495	46607.41071231739	54472.32751154408	60475.517854827274	59627.265468224134	61515.11464329062	58302.84996576544
PWY-7237	184	2731.38	4744.67	6100.34	1659.8299999999997	586.8299999999999	6136.5	260.21	7707.919999999999	1516.37	8007.880000000001	6083.07	7.379999999999999	5909.44	371.99999999999994	5120.88	450	4238.08	6511.58	708.67	11501.93	3012	6531.869999999999	7576.7	53890.380000000005	646.29	62522.12999999999	7527.830000000001	48589.5	1298.25	10739	5214	63	33929.17	351	3590.5	12840	3497.0799999999995	2746.83	13607.739999999998	25403	8122.79	783.5799999999999	3505.9300000000007	5331.17	5267.46	597.9200000000001	5312.75	772.63	43870.33	52388.79	1169.83	101407.05000000002	4841.25	2889.34	3126.4300000000003	3852	1689.17	1248.4	2781.88	2460.62	574.61	3403.2599999999998	3201.94	707	7944.259999999999	2960.35	4547.83	2731.45	3671.9999999999995	7290.5	6806.5	10919.26	1333	4517.65	5484.43	6416.61	4409.25	2665.67	10400.93	12554.64	11224.75	9656.04	5332.06	5133.21	5262.41	8494.289999999999	1947.9199999999998	2176	9306.36	9918.46	5022.03	5468.54	7619.419999999999	8570.17
PWY-7242	27.586206896551722	223.1175467504002	7514.903548213784	8282.507153961129	5298.543697912275	3405.808764004353	12407.284554548049	648.8544950330801	6399.847645976093	7435.394869	7799.709414036709	9893.080201731836	22.511801305447854	11375.642676409909	2410.1259464373848	2005.1362391509826	2006.7156595200238	8406.286326254158	20496.632256477078	6609.241391051537	22497.831178589942	14757.97605810358	23839.337093489554	11676.414674743062	33575.78319	10129.261978963017	13842.855188606449	12667.852470960786	34627.11838973377	4027.4042639279337	13868.41078583977	7528.609526718684	1691.0114199480602	20670.35964009678	1000.4307483105543	5419.297414542381	10802.085432704627	4120.353828444601	9742.962049297257	5786.5991691161225	3773.1822350759385	8057.8361099026515	1601.8531764898298	8112.659508702578	3656.6626495510304	4989.128769027566	944.0880311532591	7770.905845935395	1327.7440181969741	1847.0294600927418	27301.757290801168	3205.3162674205214	51660.70755721082	6435.923352476729	5074.611293	4157.649796469543	4480.084167824961	3020.995411836754	2966.4433420627724	4150.740151805457	2869.0645590020063	902.0210080039923	4489.147226946206	4951.002852080662	676.2961220503519	8616.642666233607	5864.13791	4065.740573859148	2118.372534	5842.376182	9165.695856041693	6885.048864911878	10663.382459272256	1922.4793110804726	8053.931200529301	5516.959235118035	6564.494799642696	5399.2259766495545	4978.948474790756	18093.360116333264	22819.796666757025	23292.84085085009	20788.65634843151	11965.659479723836	11707.189674349998	9283.866833247454	14144.506274039159	2217.538335	4519.785851988259	13485.874263285023	15328.449264651714	8467.133956931379	10793.61552983125	11702.597816489893	13943.837954678136
PWY-7254	42.05691321488244	49359.547082332974	46711.67709652554	66821.94381855629	50578.16056828047	39484.013553014614	61759.43018398261	54501.293841206316	45653.03678	59059.48233530941	46946.28390464412	45160.49957	38156.22278574076	47345.97808580521	43664.79441101889	39930.95226998031	41682.65492971373	45623.10441296891	62866.94670461073	56822.97690808969	47957.02746692766	33288.33542378474	44291.27882824615	43880.018816314456	68963.24162819494	47243.80026198789	79890.38952	40890.29823962918	91963.79445804532	43201.47848385409	41352.573339262126	38930.86569703868	43180.988227906164	50970.926849874646	44184.714611884774	38000.58227402519	50297.6856	38886.40306694051	46465.89381	49777.10191881626	57158.70603856868	44413.42903588864	36553.447641970255	47542.84273612493	42474.03909706673	53099.117546797555	41129.56244484442	45686.69256712014	63957.87770077776	75160.34895508087	62826.467722719135	53265.385428511225	83015.34404976842	11136.613013305938	10659.35644	10617.299125728183	9648.219876915362	7700.017933610265	8591.836003515213	8904.537715456978	4372.558517429352	1365.2267144137038	6368.137809762544	6665.117383525589	1447.7904655938528	16242.606080432515	11948.97087614937	10248.94557418852	6510.302497	11485.125713271915	15106.315908514372	16517.670717329638	22626.47978	4542.998787250801	14903.54693811121	12065.305895150206	13472.81493939638	8880.040771532378	10713.020780520732	28399.659830539018	33939.239944837034	37562.48926894665	32090.296244770638	31261.151750460744	29042.03252901375	20293.95736163679	25594.42499054418	5874.743408007523	9078.2079	18116.223143242518	23427.334603887673	20428.491484672708	24845.22731703253	32995.11625658039	38404.90616297535
PWY-7255	96.42569201827465	0	5.999547679427036	0	0	0	0	0	0	0	3.9997887165955253	0	0	1.5999664683643997	0	0	0	23.991898609665117	0	13.994351879809564	0	0	53.94656796983767	11.998128050664663	0	0	49.92149385332231	0	5.999748141	0	15.996333326879597	0	0	15.997119457112763	0	0	0	0	0	19.99169154521709	23.97987462497703	0	3.999625514507704	0	0	59.294724065957105	0	24.650150709197806	0	1.999829524806041	3.999846166307583	0	17.99779593446903	380.78927796893225	392.11830011642894	230.99687358269998	175.42528172787084	208.7589278303236	149.35068497136567	349.1996191409488	1328.8099211007027	29.886892712102295	139.3206754439639	27.97524725917001	0	64.92586989870301	302.3364888070302	325.9741063712701	133.55449633672848	240.85496418095062	379.5924490956098	127.74092931612223	221.21766351186304	63.84232921533914	149.60606405355318	271.71015290182356	310.37411055546386	7.998919169155342	225.15388230111748	660.4012668912774	1327.843230546505	1229.5809787196931	1132.7810791978593	1017.8370514323342	294.5367462240973	409.80536948944217	758.2406747	194.91986817218296	245.47360128842462	714.8568446251929	580.2473459334253	77.56987487	208.68310701042137	547.2371031072771	419.6183181688867
PWY-7286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.82758384607568	0	4.666577699554504	2.571402231094579	0	0	0	0	0	0	0	0	0	6.666438924179105	3.9999213792748303	0	0	0	0	3.111061208602155	0	0	0	0	0	2.6666358499924425	5.999842751993862	5.333208309783975	12.221623274636686	11.86240393	10.666198652723143	0	40.31165072	2.6666346218205454	3.333287720906684	0	142.9014611431302	165.65124516541042	2.6666378079292667	0	27.33037998708574	32.86972905176793
PWY-7295	0	0	2115.486816043251	0	537.2464684073049	0	5592.961953162758	89.75970330871752	3565.844259499041	713.7507289031529	2108.989653398805	1718.2873412615288	0	5529.418515950516	0	0	0	0	55.863789	0	0	0	0	0	0	0	0	0	5360.017672869918	0	3021.560987120932	1908.2071935840058	5086.550366589105	376.94045589192694	0	0	3452.383106224473	450.83737813160195	946.0419491	401.5687920921522	0	867.9985621092629	0	1051.5885799022299	0	1542.1665950926688	0	1549.2695291391606	11.703732846589524	705.5210327851712	296.6634036257615	529.4672456966465	1355.6853383246691	2523.970652540024	2599.1855005112247	3392.019415942682	3006.6520879693385	2354.5577032589963	2586.5512373261968	2593.736477538939	0	141.13072237523298	1103.7295623675554	1585.6680936262662	0	4333.036850010889	4667.061824	2308.8371209192505	1447.3968748924965	2330.314687442083	2689.7137491397675	4763.803459158163	7242.956293043784	1283.186473600704	4456.358377288137	4049.5534438936284	4692.629800051152	2284.195135511299	0	10931.29488494844	14751.812876249096	16117.171349619111	13772.995690398111	12273.762674227688	11894.663653962372	7832.530027842916	9924.449762576105	1653.3347699849594	2924.1381732626937	3158.318448254334	4430.291032393338	8544.126677442251	10167.419387831653	13766.758388063816	18497.436720056507
PWY-7315	15.272727272727272	39329.79558595362	18046.29236361548	25433.240793479465	7274.991055	24744.718725441973	15556.464886189458	17042.592449785272	11890.609212338995	5973.883611210093	19624.63698	25100.136252793498	30920.81417000397	27857.73236525331	24526.695327950827	27740.84567889057	30937.858188208782	32052.920416746987	13661.608455832189	13462.853353261475	5824.578646148214	16899.697525221265	15583.620361649564	25943.823613488363	29694.353820705473	16049.168442537079	10476.422768782306	17264.43004936222	20735.987980194524	23622.11371443183	27863.73654179971	27565.906538874227	20154.26080633364	17181.003018675954	33686.67157759044	24889.929948330573	20567.612437202097	13552.920958183458	25219.47325045483	11081.398806818645	15451.605097053194	22480.022271061123	21936.585552426557	13297.982984238057	28384.406623048017	10160.231102178795	31510.610613010227	20408.245591427793	7353.3274051021535	4988.550347248001	19859.597374459823	24677.452078970393	36014.11004766962	26930.244291766412	52048.27225410274	53740.33611951383	55807.74149	56297.84235187809	57596.96900740751	65359.01464180975	48797.04906719818	56050.96335	53722.79195083921	30736.048684299472	55406.70644	27901.09422954223	32726.790992013743	40952.163048420276	43272.26849821396	50082.21924929713	38275.65052957748	42991.11504743822	24093.14187659384	55336.634069181564	45245.38283152465	42001.43982754098	41073.25178431767	52828.860798269154	46380.433559914054	33687.30284252257	18843.844765258575	8752.810082	6982.001729648102	31562.856883739096	15584.746297922586	20273.195534969946	5924.323665547842	55906.182212800006	39907.43834245943	17738.988467915795	20198.10382530343	39923.48382688743	30774.276596206393	28621.00121	11027.05977112746
PWY-7323	145.43071767199692	3375.1011417180566	3684.164934763288	5505.671416526033	1437.3261388826559	2501.8429802949513	10764.88239150011	16876.606092002785	8584.510389452047	9223.58516	5840.3425676354545	7229.853680777162	5.996271356683233	12993.779845456826	1444.274821413303	5897.199789492334	1568.2445376542782	6743.714982	892.1824332744995	0	1457.468054256467	4403.476450894126	3457.1367972606035	4770.936335853507	5363.985527292912	8302.518727083254	2447.3137789080306	3310.6120551336535	12034.030749314203	3710.6743881048774	7255.675437455885	2639.5517947131593	18088.98228154254	2005.558710589688	623.7156179552962	5219.117536157931	3609.975148	2617.402795	3612.652640133921	5501.251118627007	112.96532582103059	3380.9181587168623	7047.823836795949	7397.870335669451	129.36357926015654	8301.122007838509	740.0567340849063	8432.395997388669	1041.7398216724737	3922.478901963753	2395.9333911012823	2268.7403351208127	7262.512810213377	44477.902047064454	63669.19480585901	66262.75454528812	67979.16376794667	65867.36245841114	66725.63239145587	77796.53286	57792.76015349621	63445.561771111985	61987.712954379625	37904.67453272132	62657.15224270293	48796.58909495296	49986.86062963922	53840.75414	53342.88934187306	63730.369729564896	61653.38715298528	56586.57599890667	45986.92867640246	64545.423253198205	60015.83685699956	56658.87722603541	56069.97218009185	65148.013318547986	60971.21495693541	53090.178675935684	46467.30966	48423.22418497964	41037.24787233292	55639.022616985305	43225.06057575621	46858.10439896532	49694.15804066626	66805.82208623645	50330.92398848547	48902.52498419187	54509.26150981045	61766.88838752473	58577.74556	55515.20648406568	45084.300540502976
PWY-7328	18.695212327961414	5705.143819929371	26523.70547625139	12537.783356046177	22527.97184450751	19148.46950827603	26257.158072458336	2973.7411845969136	17928.480834256305	21018.68072756085	22693.62739647344	20719.05900452268	230.53897064598428	21195.62289151221	6316.905078739021	11714.278930118744	7605.4657780928765	17816.363157238837	28935.002360870927	2756.8630358414343	25363.54308965997	25699.936314325958	24862.164757960807	20576.56546568046	36108.83677267258	2735.972222176647	17749.777522329794	23361.450787088947	48121.08003887345	22617.130268737095	19771.706015239513	11400.182693331486	26062.664481335265	26739.507234507317	8280.453753703503	11660.745238863321	14846.85268522087	8597.067804	11601.498298530203	15166.151334942826	3834.2738044507696	13968.23995539479	1722.8270709123701	15846.573766659973	3726.671399151037	18519.92247279952	2352.1561751313657	16646.29209372438	20163.70816	5684.6937158042365	31772.93377403797	14885.685238517448	51436.77663220415	30299.59046815879	32067.08926	33064.733333034696	33246.58689650278	23461.19061721358	21250.46861924524	30743.75264041916	20252.37605395338	6551.058438927977	21147.853672189824	26884.92511925959	19178.659411728546	35469.99014319904	34012.792397674966	32671.538381894894	25688.773365757406	33874.21228027623	38705.037965288255	36835.227901751314	32219.710040873528	19650.53250388937	36669.05184506711	35871.803262911366	35976.89951846245	36361.93380206238	36502.17100017784	39019.18931771848	34046.38768058218	34650.016037222886	28990.461824222508	40380.90031310775	30904.418076855334	31038.62678672365	26717.964106896332	26419.75385446018	26726.555023922403	28548.469035392696	33807.42153888489	40592.37102514641	38956.04685027619	39679.279078101856	30859.477727567853
PWY-7332	0	0	34.97077260104903	0	243.4404706742164	0	734.3348823533447	717.1336282	263.94476475985346	237.05550989899314	201.96914692174724	136.58881567270134	0	78.88344237878212	0	0	0	13.99537284425615	104.75641016246384	0	0	0	0	52.43699580334035	0	0	0	0	0	87.33778093753054	10.497264961651894	6.998771942675718	0	264.6781691102034	0	69.88736431672189	31.48053031311674	0	34.971971687655675	0	0	0	0	181.2700178820094	0	594.7839929348803	0	34.96918144465162	0	396.84154180992374	465.29554636238254	0	634.7360679453427	1094.507977479883	2146.362041827444	500.4081547	438.3201249185635	178.04230389557114	90.88277881114672	431.70580132579437	295.3583891874054	476.0431634520051	531.1702186629881	22809.41896110306	16986.13500444382	19619.93635978276	2495.790094663407	1810.360152723195	1017.2696123151818	2152.013221156016	3578.289957468156	5604.842248929748	10589.33802254809	174.5488150920007	1749.599936	1945.669766878229	2167.4072599902934	11715.317735546383	1672.5429163021315	3923.931665271032	6793.019129542074	8114.49622	6941.68478	2768.571548120878	3251.886490636737	4168.293488925029	5373.356458583414	665.6429161414966	1056.7947066232268	2911.3745423259693	3058.212533601242	3157.7644904256163	3711.3277249255443	4854.867671653731	6701.6263477288485
PWY-7347	0	0	11.99878684	2.9999307066370267	0	0	113.90487000616392	2.9998981781886798	0	984.6898867148991	0	107.90265614145028	0	13.498241075629156	0	0	0	4.499811340558618	0	5.999238660084583	1.199983019917209	0	390.3866267	0	0	0	0	179.71775459484095	0	0	8.999184861	17.996757552002247	0	0	0	4.499809802400768	43.47984289	100.97235469497781	33.738468693599636	19.495998909756953	0	17.996765557441293	0	0	0	0	0	0	0	0	0	0	67.47481098960627	6435.988017708169	716.5542793011667	4036.951982693329	3888.819050563135	928.2784604943873	645.6010862691752	1732.8047521427652	1431.9672019719762	168.46823897885935	666.3377466917649	1174.183355771625	123.18792677182915	8148.925815678033	8113.353631	1931.1432775022922	1140.6306488230337	2106.100224093394	3955.546990710149	2241.565677917174	4232.841769309023	746.6058757	1748.4854469807522	3826.963590482948	3552.0937196404757	3616.3230062895836	6319.338721996146	1775.7176722573251	2887.9129937515454	6199.502060088379	5129.602635081978	3686.6637785146763	4363.151034767537	4829.943287205159	6124.817102706059	1071.311298230632	1920.200335467354	2508.6093442971396	2925.3365676104268	5907.326261969059	7604.4894889596035	5762.504928519426	7050.926316299261
PWY-7354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.871134020618556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.645454545454546	7.500000000000001	0	0
PWY-7371	0	2	85.3307393	2	67	0	362	8.33	5.219512195121951	15.792049825174825	6.584293537787513	17	0	183.44409296704484	0	49	32	78.67	88.44	0	59.55882352941176	15.170000000000002	30.169811320754718	32	0	0	25	0	21	3	48	40.99999999999999	0	25	0	38	27.8	4	0	5.4190981432360745	12	7.714285714285715	0	55.916666666666664	0	41.41809426067735	0	50.33	0	17	21	197.00000000000003	40.78	4527.971681415929	1520.1627483442983	2167.498315034465	1797.6457249070631	1449.826896888775	1117.4945104190008	2875.800335059917	2769.8210276479126	71.5	684.7692967409948	7343.245707696308	3411.5846221575775	4900.747681509933	3543.5883316194845	1609.6281079424314	1090.67	3604.312689	6004.618113850458	2111.420628982427	3959.307952709476	876.6569841027965	3932.9506175441556	2697.3430037095045	2985.0517843720254	1825.4097596091074	2447.654464	4794.066112214038	6707.612841142916	7883.805971143424	7176.285918711889	9534.969771319827	10060.41808822686	10283.465600400245	14859.634092716069	1289.1726434735817	2991.478750781208	7633.346783	8363.693849162051	10682.956399575289	13131.752759168221	8052.530852807287	8819.301147639293
PWY-7373	0	1.8461538461538467	0	0	0	0	96.10619469026548	6.056528384279477	0	11.768373358315298	0	3.4	0	12.63208197087227	0	0	0	15.856232196806209	78.63110307414104	0	58.064516129032256	15.170000000000003	28.438609389769983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.37073170731707	0	41.228502386986506	0	23.43049269365058	0	0	0	0	0	11.976195575466697	0	0	31.57840320458624	0	0	0	0	10.65838509	72.97980805	7342.776691	3407.4434409103355	4765.783684704295	143.50482885914536	43.11605067940862	0	0	0	99.06673179982099	212.4515719619666	23.517133373263466	0	15.92913411	11.963928479606222	1806.8637626545965	94.50191641007228	25.22009948174512	78.3082836	92.49882394473073	67.20464162554923	15.979888906679397	0	35.90572686	0	0	0	108.82384911787724	67.58786379372016	7.995509383871948	0	0	10.670308849595397
PWY-7374	0	2.459016393442623	105.89637505152463	2.486910994764398	82.89345138146848	0	442.73691739182266	10.22729699143766	4.642878816878527	19.355295073893625	6.859541249686305	21.22879614955685	0	186.39732228400814	0	51.27906976744186	39.857142857142854	90.88931036806686	97.78956930305404	0	64.33043478	18.94559384361132	33.42595325271549	39.88854057819575	0	0	27.027027027027028	0	24.000000000000004	3.7496195082355332	59.04887714663144	51.11691684083855	0	31.22156298911659	0	47.44733617319251	33.61480611045829	5.554259043173863	0	5.627862162808737	12.000000000000002	8.985546038543898	0	43.99999999999999	0	48.57873436390452	0	57.73570587754435	0	20.849056603773587	26.184226225987356	243.6330042617468	49.94991962	1520.2449873781684	469.75404739430354	740.3884652562649	819.2102568691053	462.4327948212112	368.48887470489257	879.7304506330095	1377.694576656096	50.866733466933866	351.8884741578144	539.3764547677579	0	1433.5764392594433	1299.5959417040135	514.2799750553341	438.26542788953293	1370.8938916563761	2144.8942242847356	1041.0050798727143	1829.4801445718422	260.8225374513655	1508.838857027751	1339.2483176975043	1529.645360943628	422.02824543632863	999.4380256096703	2173.1425472579626	4120.189113825266	4129.094558657294	4230.692519303135	3343.1009152484353	2887.8757713731566	2319.4716439897293	4209.323127	365.2111473324596	875.8514147	3750.9157804848915	4198.812029657142	2205.3111072533907	3212.6960694783807	2698.416479971523	2674.183578388661
PWY-7376	0	2312.901921623766	12706.287929948536	10488.608565264274	15479.904957309564	5087.374129462274	23459.796892091697	15378.703479681037	17614.82244145023	13558.51394500882	13696.724167041795	6893.0050809967115	980.5270875849421	13692.945382899663	10853.341747816865	5003.2278521755825	3579.9164829238207	6318.952946533208	31833.60764286891	1399.448397451324	19453.65271160517	4297.251893478387	18590.943850295957	7074.544252387365	18279.525359275543	6824.665779626582	4595.943976	5649.101223325025	34603.699268309974	7506.012135079448	9289.031114147878	5617.508555492722	13691.438622791244	5217.3907675728115	2561.211726790816	7022.1350581676115	4697.725724	2735.1679680686225	6390.909266532334	5196.215420864076	1062.8345336876155	4267.332657965361	4119.376603733409	14365.5823	2818.3611912000533	14192.88212617731	2864.579568874395	10778.661412278683	8359.2548	7915.7313407406555	5487.957638	14076.622598865008	8436.602996779446	9343.848514242636	7599.4527100123005	6560.369406199168	6716.559915760847	5886.177612593372	4902.270953264679	7739.514509	5831.812970520188	1547.493684562065	6542.083418399829	4243.170837401012	896.5443061241723	9261.005533742335	7162.284566554953	9203.817472001747	5369.204503241688	9783.878657971123	14592.973978056703	11566.229228083537	15713.905948877618	3266.925740019496	12820.834833741503	9115.075797	10242.257152963384	6011.964520837171	5758.217855564394	16795.644768347734	17375.081031069654	22026.033117996532	18424.400931295775	17772.88491449757	15754.774373544995	14382.309403078232	16501.384190283443	4460.695568939795	8422.173984277315	15450.813953788334	18713.16826660538	11990.02780582978	13716.325637316266	21588.603444255463	23873.95852797023
PWY-7377	0	0	345.25751558617924	0	500.1820371	167.1479234441832	218.13165194460717	924.1918916946013	1056.0450783616523	2244.9397850882797	1437.309382708506	3832.6655375892383	0	115.23400721740802	0	1169.6493721670083	0	572.7801442775598	12.71711479538189	26.64817620688376	88.21975391370988	52.94253299926055	48.59307544681778	0	0	419.7160021750262	0	522.5564703736713	194.18897809710225	34.82913822878974	242.6364555811806	188.9400667194306	69.60044483414386	1187.6858507808922	0	110.05968940057048	281.6617839	313.8478530699074	53.68429061056501	1187.197726120179	32.73947204055549	852.1411309896804	876.4115330122241	10260.563192121384	0	4775.256698430364	88.92359978235089	2018.6164138226459	376.08462974963345	590.6386217346356	1513.5791299892796	690.2490584468217	1453.1910937699772	8606.651834	8408.33479	6146.180879221523	7427.086473290203	3940.4216936458483	3684.94752	6374.469122194188	3328.6809740368035	1412.2532898317093	6279.500650582108	3949.3403230786816	719.5713512053597	8326.346318290796	4763.261737	5508.832764807652	2773.3510280392825	8519.215751858157	13808.528164740672	9048.396079566204	10587.336455840645	2839.758216179298	11531.000890917585	7296.421477638094	8039.921555441553	6631.777154111932	4036.3928501210175	19269.298050703383	16312.354585964029	12811.924134768868	9559.259602604145	10858.09628022785	9415.553554868031	8786.962624661677	8931.023469858706	3214.564606778142	5555.954746502046	11834.263236443818	12022.24909811823	6382.6432726014955	6641.623787483849	9598.032793870094	8242.297458765453
PWY-7385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.270788164409717	8.841554283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.84795562324421	14.625303672510999	6.249910221894151	0	0	0
PWY-7391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.632136550682358	0	61.44743926384511	0	0	0	25.090991547555003	0	0	0	0	0	0	0	0	0	0	11.992958616878598	0	94.13970723966247	10.085333502004664	0	0	0	0	0	0	0	0	0	0	0	0	0	51.53855300941382	65.16797100677705	7.790761761317772	38.309769513163864	48.31602109810751	0	41.69308740191292	17.45762183648351	0	0	223.04999353051056	0	94.25748415613054	134.74211625396845	9.055597714584422	40.031656853386096	56.82879486528243	54.31363517322371	49.58443211061541	184.05099523127552	16.66184824368994	54.391744877919784	43.97796320270675	45.76585026977405	48.520716294490356	63.53655625038155	88.05287954169957	178.1582812124581	429.46936484393825	328.3107904482274	221.30076364612003	218.1152938856113	177.68893080095086	183.01068550579453	12.159973179759964	27.44291912176687	174.1300196773135	191.81374385707642	189.61260215525746	172.06545540503495	154.45244393144822	224.9438836702767
PWY-7392	170.6638030839444	139.28833938907673	7725.078389159186	11918.99989	9205.733572973764	1088.2471179125941	13198.703851820976	3132.751829394163	9530.580588007599	9709.770167	8184.197773654677	7814.847573489012	56.638860456853905	11025.347038198646	1281.251159124585	4214.969977018504	810.4406157132915	7810.311321158705	15745.085509095628	743.1318267752981	24692.003077336904	3707.054440864133	14711.990889402705	7627.072520414827	37538.64974155122	5864.563784740112	58711.91921055507	18732.39409124086	36579.22725686544	1639.564884941207	4041.1919526124802	2717.5787635957126	18779.761666419192	28133.08209161124	8699.397451186911	2947.1869611754073	24092.011330329424	9714.764748836233	15558.50517180539	28410.55255212291	26729.185223919714	11632.349302783694	5592.948571808974	22718.922787537944	15696.25182188598	24841.12275	1692.358179188009	16054.883658338898	27489.645501093182	52944.89910655488	37744.03393791078	1952.511225120121	51719.68584136961	16386.257868364308	15324.149498542534	10481.765230058127	10120.359145238184	9658.465083	7584.3077811775765	11098.215207234261	8131.828773045436	3579.8232659847004	12095.695734089006	12153.385114211784	2868.552088199042	24981.79857619633	14545.325582503781	15981.624842592577	10637.087647143991	19044.741908559095	29038.254107131354	25331.000623607313	30369.753163588102	5490.879535036227	23704.920883969768	14637.107641478613	16491.04438458245	16733.875943568928	12809.154133321374	21935.371487253346	28617.886944765796	32505.132841529332	28713.769282411256	26478.574699792138	23178.125851534653	26923.142688454176	34012.80285	7918.600228819491	13752.334644580018	31796.232744654328	35999.19532322044	21764.602061246216	25980.676735452667	32325.40467746586	33220.089243830014
PWY-7398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.449133918156454	0	0	0	0	0	0	0	0	0	0	0	0	18.685021899663344	0	0	0	0	0	0	5.226288229577911	0	0	9.451808917
